Date,Price,Open,High,Low,Vol.,Change %
2020-09-01,10.0,9.74,10.0,9.74,70.0,0.0277
2020-09-02,10.0,9.735,10.0,9.735,0.0,0.0
2020-09-03,10.0,9.73,10.0,9.73,240.0,0.0
2020-09-04,10.0,10.0,10.0,10.0,20.0,0.0
2020-09-07,9.9975,9.9975,9.9975,9.9975,0.0,0.0
2020-09-08,9.995000000000001,9.995000000000001,9.995000000000001,9.995000000000001,0.0,0.0
2020-09-09,9.9925,9.9925,9.9925,9.9925,0.0,0.0
2020-09-10,9.99,9.99,9.99,9.99,0.0,0.0
2020-09-11,9.9875,9.9875,9.9875,9.9875,0.0,0.0
2020-09-14,9.985,9.985,9.985,9.985,0.0,0.0
2020-09-15,9.9825,9.9825,9.9825,9.9825,0.0,0.0
2020-09-16,9.98,9.98,9.98,9.98,0.0,-0.002
2020-09-17,9.924,9.926,9.926,9.924,0.0,0.0
2020-09-18,9.868,9.872,9.872,9.868,0.0,0.0
2020-09-21,9.812,9.818000000000001,9.818000000000001,9.812,0.0,0.0
2020-09-22,9.756,9.764000000000001,9.764000000000001,9.756,0.0,0.0
2020-09-23,9.7,9.71,9.71,9.7,90.0,-0.0281
2020-09-24,9.7,9.706666666666667,9.706666666666667,9.7,0.0,0.0
2020-09-25,9.7,9.703333333333333,9.703333333333333,9.7,0.0,0.0
2020-09-28,9.7,9.7,9.7,9.7,10.0,0.0
2020-09-29,9.7,9.706666666666667,9.706666666666667,9.7,0.0,0.0
2020-09-30,9.7,9.713333333333333,9.713333333333333,9.7,0.0,0.0
2020-10-01,9.7,9.72,9.72,9.7,160.0,0.0
2020-10-02,9.7,9.716666666666667,9.716666666666667,9.7,0.0,0.0
2020-10-05,9.7,9.713333333333333,9.713333333333333,9.7,0.0,0.0
2020-10-06,9.7,9.71,9.71,9.7,0.0,0.0
2020-10-07,9.7,9.706666666666667,9.706666666666667,9.7,0.0,0.0
2020-10-08,9.7,9.703333333333333,9.703333333333333,9.7,0.0,0.0
2020-10-09,9.7,9.7,9.7,9.7,0.0,0.0
2020-10-12,9.67222222222222,9.67222222222222,9.67222222222222,9.67222222222222,0.0,0.0
2020-10-13,9.644444444444444,9.644444444444444,9.644444444444444,9.644444444444444,0.0,0.0
2020-10-14,9.616666666666665,9.616666666666665,9.616666666666665,9.616666666666665,0.0,0.0
2020-10-15,9.588888888888889,9.588888888888889,9.588888888888889,9.588888888888889,0.0,0.0
2020-10-16,9.56111111111111,9.56111111111111,9.56111111111111,9.56111111111111,0.0,0.0
2020-10-19,9.533333333333333,9.533333333333333,9.533333333333333,9.533333333333333,0.0,0.0
2020-10-20,9.505555555555555,9.505555555555555,9.505555555555555,9.505555555555555,0.0,0.0
2020-10-21,9.477777777777778,9.477777777777778,9.477777777777778,9.477777777777778,0.0,0.0
2020-10-22,9.45,9.45,9.45,9.45,40.0,-0.0258
2020-10-23,9.45,9.363333333333333,9.45,9.363333333333333,0.0,0.0
2020-10-26,9.45,9.276666666666666,9.45,9.276666666666666,0.0,0.0
2020-10-27,9.45,9.19,9.45,9.19,30.0,0.0
2020-10-28,9.7,9.42,9.7,9.42,560.0,0.0265
2020-10-29,9.844999999999999,9.415,9.844999999999999,9.415,0.0,0.0
2020-10-30,9.99,9.41,9.99,9.41,110.0,0.029900000000000003
2020-11-02,10.038333333333334,9.555,10.038333333333334,9.555,0.0,0.0
2020-11-03,10.086666666666666,9.7,10.086666666666666,9.7,0.0,0.0
2020-11-04,10.135,9.844999999999999,10.135,9.844999999999999,0.0,0.0
2020-11-05,10.183333333333334,9.99,10.183333333333334,9.99,0.0,0.0
2020-11-06,10.231666666666666,10.135,10.231666666666666,10.135,0.0,0.0
2020-11-09,10.28,10.28,10.28,10.28,40.0,0.028999999999999998
2020-11-10,10.28,10.126666666666667,10.28,10.126666666666667,0.0,0.0
2020-11-11,10.28,9.973333333333333,10.28,9.973333333333333,0.0,0.0
2020-11-12,10.28,9.82,10.28,9.82,40.0,0.0
2020-11-13,10.301538461538462,9.876923076923077,10.301538461538462,9.876923076923077,0.0,0.0
2020-11-16,10.323076923076922,9.933846153846154,10.323076923076922,9.933846153846154,0.0,0.0
2020-11-17,10.344615384615384,9.990769230769232,10.344615384615384,9.990769230769232,0.0,0.0
2020-11-18,10.366153846153846,10.047692307692309,10.366153846153846,10.047692307692309,0.0,0.0
2020-11-19,10.387692307692307,10.104615384615386,10.387692307692307,10.104615384615386,0.0,0.0
2020-11-20,10.409230769230769,10.161538461538463,10.409230769230769,10.161538461538463,0.0,0.0
2020-11-23,10.430769230769231,10.218461538461538,10.430769230769231,10.218461538461538,0.0,0.0
2020-11-24,10.452307692307693,10.275384615384615,10.452307692307693,10.275384615384615,0.0,0.0
2020-11-25,10.473846153846154,10.332307692307692,10.473846153846154,10.332307692307692,0.0,0.0
2020-11-26,10.495384615384616,10.38923076923077,10.495384615384616,10.38923076923077,0.0,0.0
2020-11-27,10.516923076923078,10.446153846153846,10.516923076923078,10.446153846153846,0.0,0.0
2020-11-30,10.538461538461538,10.503076923076923,10.538461538461538,10.503076923076923,0.0,0.0
2020-12-01,10.56,10.56,10.56,10.56,40.0,0.027200000000000002
2020-12-02,10.373333333333333,10.46,10.46,10.35,0.0,0.0
2020-12-03,10.186666666666667,10.36,10.36,10.14,0.0,0.0
2020-12-04,10.0,10.26,10.26,9.93,810.0,-0.053
2020-12-07,9.85,10.0,10.0,9.815,0.0,0.0
2020-12-08,9.7,9.74,9.74,9.7,200.0,-0.03
2020-12-09,9.27,9.27,9.27,9.27,10.0,-0.0443
2020-12-10,9.68,9.68,9.68,9.68,50.0,0.044199999999999996
2020-12-11,9.96,9.68,9.97,9.67,350.0,0.028900000000000002
2020-12-14,9.97,9.95,9.97,9.67,280.0,0.001
2020-12-15,10.55,9.96,10.56,9.96,1160.0,0.0582
2020-12-16,10.99,10.5,11.02,10.5,1370.0,0.0417
2020-12-17,11.3,11.31,11.31,11.0,930.0,0.0282
2020-12-18,11.3,11.3,11.3,11.3,200.0,0.0
2020-12-21,11.5,11.6,11.63,11.5,620.0,0.0177
2020-12-22,11.6,11.8,11.84,11.6,850.0,0.0087
2020-12-23,11.65,11.08,11.65,11.08,750.0,0.0043
2020-12-24,11.31,11.31,11.31,11.31,150.0,-0.0292
2020-12-25,11.13,11.64,11.64,11.13,120.0,-0.0159
2020-12-28,11.108333333333334,11.533333333333333,11.533333333333333,11.075000000000001,0.0,0.0
2020-12-29,11.086666666666668,11.426666666666668,11.426666666666668,11.020000000000001,0.0,0.0
2020-12-30,11.065000000000001,11.32,11.32,10.965,0.0,0.0
2020-12-31,11.043333333333333,11.213333333333333,11.213333333333333,10.91,0.0,0.0
2021-01-01,11.021666666666667,11.106666666666667,11.106666666666667,10.855,0.0,0.0
2021-01-04,11.0,11.0,11.0,10.8,110.0,-0.011699999999999999
2021-01-05,10.835,10.835,10.835,10.735,0.0,0.0
2021-01-06,10.67,10.67,10.67,10.67,100.0,-0.03
2021-01-07,10.734,10.732,10.734,10.732,0.0,0.0
2021-01-08,10.798,10.794,10.798,10.794,0.0,0.0
2021-01-11,10.862,10.856,10.862,10.856,0.0,0.0
2021-01-12,10.926,10.918000000000001,10.926,10.918000000000001,0.0,0.0
2021-01-13,10.99,10.98,10.99,10.98,20.0,0.03
2021-01-14,10.995000000000001,10.985,10.995000000000001,10.985,0.0,0.0
2021-01-15,11.0,10.99,11.0,10.99,50.0,0.0009
2021-01-18,10.997777777777777,10.988888888888889,10.997777777777777,10.988888888888889,0.0,0.0
