Date,Price,Open,High,Low,Vol.,Change %
2020-08-10,11.85,11.85,11.85,11.85,410.0,0.0
2020-08-11,11.85,11.85,11.85,11.85,200.0,0.0
2020-08-12,11.84,11.7,11.85,11.6,580.0,-0.0008
2020-08-13,11.844999999999999,11.77,11.85,11.715,0.0,0.0
2020-08-14,11.85,11.84,11.85,11.83,250.0,0.0008
2020-08-17,11.83,11.83,11.83,11.83,0.0,-0.0017000000000000001
2020-08-18,11.56,11.55,11.83,11.55,90.0,-0.022799999999999997
2020-08-19,11.55,11.78,11.78,11.55,720.0,-0.0009
2020-08-20,11.7,11.835,11.835,11.545,0.0,0.0
2020-08-21,11.85,11.89,11.89,11.54,2110.0,0.026000000000000002
2020-08-24,11.84,11.85,11.85,11.54,1430.0,-0.0008
2020-08-25,11.8,11.8,11.8,11.8,350.0,-0.0034000000000000002
2020-08-26,12.1,11.8,12.15,11.8,1430.0,0.0254
2020-08-27,12.1,12.1,12.1,12.1,210.0,0.0
2020-08-28,11.74,12.1,12.1,11.74,330.0,-0.0298
2020-08-31,11.53,12.05,12.05,11.53,100.0,-0.0179
2020-09-01,11.61,11.53,11.87,11.53,600.0,0.0069
2020-09-02,11.94,11.95,11.95,11.66,480.0,0.028399999999999998
2020-09-03,12.0,12.0,12.0,11.66,220.0,0.005
2020-09-04,11.9,12.0,12.0,11.89,290.0,-0.0083
2020-09-07,11.9,11.99,11.99,11.8,670.0,0.0
2020-09-08,11.98,11.8,11.98,11.8,270.0,0.0067
2020-09-09,11.94,11.8,11.98,11.8,340.0,-0.0033
2020-09-10,11.97,11.97,11.97,11.8,790.0,0.0025
2020-09-11,11.97,11.97,11.97,11.85,3830.0,0.0
2020-09-14,11.96,11.96,11.96,11.96,100.0,-0.0008
2020-09-15,11.96,11.9,11.96,11.87,200.0,0.0
2020-09-16,11.96,11.96,11.96,11.9,150.0,0.0
2020-09-17,11.98,11.9,11.98,11.9,640.0,0.0017000000000000001
2020-09-18,12.19,11.98,12.19,11.97,2500.0,0.0175
2020-09-21,12.1,12.15,12.15,12.0,5260.0,-0.0074
2020-09-22,12.29,12.15,12.29,12.15,10.0,0.015700000000000002
2020-09-23,12.28,12.28,12.28,12.28,10.0,-0.0008
2020-09-24,12.25,12.25,12.25,12.25,0.0,-0.0024
2020-09-25,12.24,12.05,12.24,11.91,980.0,-0.0008
2020-09-28,12.19,12.2,12.2,11.95,240.0,-0.0040999999999999995
2020-09-29,12.0,12.27,12.27,11.93,40.0,-0.015600000000000001
2020-09-30,12.25,12.27,12.27,11.95,310.0,0.0208
2020-10-01,12.14,11.95,12.14,11.93,330.0,-0.009000000000000001
2020-10-02,11.6,11.92,11.92,11.6,2690.0,-0.044500000000000005
2020-10-05,11.94,11.94,11.94,11.61,800.0,0.029300000000000003
2020-10-06,12.0,12.0,12.0,12.0,0.0,0.005
2020-10-07,12.1,12.1,12.1,11.8,100.0,0.0083
2020-10-08,11.74,11.9,12.0,11.74,10880.0,-0.0298
2020-10-09,11.85,11.85,11.85,11.85,60.0,0.009399999999999999
2020-10-12,12.18,11.84,12.19,11.84,160.0,0.0278
2020-10-13,12.19,11.85,12.19,11.84,3020.0,0.0008
2020-10-14,11.98,12.2,12.2,11.7,1910.0,-0.0172
2020-10-15,11.99,11.955,12.1,11.7,0.0,0.0
2020-10-16,12.0,11.71,12.0,11.7,570.0,0.0017000000000000001
2020-10-19,11.975,11.83,11.975,11.825,0.0,0.0
2020-10-20,11.95,11.95,11.95,11.95,110.0,-0.0042
2020-10-21,12.2,11.8,12.2,11.7,1410.0,0.0209
2020-10-22,11.84,11.84,11.84,11.84,30.0,-0.029500000000000002
2020-10-23,12.1,11.82,12.19,11.82,240.0,0.022000000000000002
2020-10-26,12.12,11.82,12.12,11.82,980.0,0.0017000000000000001
2020-10-27,12.1,11.81,12.1,11.81,250.0,-0.0017000000000000001
2020-10-28,11.8,11.75,12.12,11.75,790.0,-0.0248
2020-10-29,11.925,11.725,12.085,11.725,0.0,0.0
2020-10-30,12.05,11.7,12.05,11.7,50.0,0.0212
2020-11-02,12.04,11.78,12.04,11.71,800.0,-0.0008
2020-11-03,12.015,11.989999999999998,12.12,11.850000000000001,0.0,0.0
2020-11-04,11.99,12.2,12.2,11.99,80.0,-0.0042
2020-11-05,11.9,11.7,11.9,11.7,110.0,-0.0075
2020-11-06,11.9,11.71,11.9,11.71,150.0,0.0
2020-11-09,11.9,11.705,11.9,11.705,0.0,0.0
2020-11-10,11.9,11.7,11.9,11.7,200.0,0.0
2020-11-11,11.9,11.7,11.9,11.7,120.0,0.0
2020-11-12,11.95,11.774999999999999,11.95,11.774999999999999,0.0,0.0
2020-11-13,12.0,11.85,12.0,11.85,1200.0,0.0084
2020-11-16,12.18,12.0,12.2,12.0,2470.0,0.015
2020-11-17,12.19,12.19,12.19,12.1,150.0,0.0008
2020-11-18,12.17,12.19,12.19,12.1,270.0,-0.0016
2020-11-19,12.16,12.0,12.16,12.0,1200.0,-0.0008
2020-11-20,12.19,12.16,12.2,12.1,620.0,0.0025
2020-11-23,12.15,12.0,12.15,12.0,1420.0,-0.0033
2020-11-24,12.0,12.01,12.01,12.0,1750.0,-0.0123
2020-11-25,11.85,12.0,12.0,11.85,3710.0,-0.0125
2020-11-26,11.8,11.86,12.14,11.8,960.0,-0.0042
2020-11-27,12.1,12.15,12.15,12.1,110.0,0.0254
2020-11-30,12.1,12.1,12.1,11.8,230.0,0.0
2020-12-01,12.0,12.09,12.09,12.0,10.0,-0.0083
2020-12-02,11.91,11.9,12.0,11.9,610.0,-0.0075
2020-12-03,11.91,11.9,12.0,11.9,100.0,0.0
2020-12-04,11.9,12.05,12.05,11.9,40.0,-0.0008
2020-12-07,11.88,11.8,11.88,11.8,50.0,-0.0017000000000000001
